Time (sec),Calculated Load (g/rev),Dyn Adv Mult (DAM),Dynamic Adv (°),Feedback Knock (°),Fine Knock Learn (°),Ignition Timing (°),MAF (g/s),MAF Volt (V),RPM (RPM),TD Boost Error (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-001 v1.7.3.1-17014][2005 USDM Impreza WRX][Reflash: Stage2 ACN91 v350 HWG.ptm - Realtime: Stage2 ACN91 v350 HWG.ptm]
16.006,0.26,16,0.00,0.00,0.00,31.00,11.87,1.78,2667,6.59,5.5,0.00,0
16.069,0.26,16,0.00,0.00,0.00,30.50,11.67,1.78,2669,6.65,5.5,0.00,0
16.127,0.27,16,0.00,0.00,0.00,31.00,11.88,1.78,2654,6.56,5.5,0.00,0
16.182,0.27,16,0.00,0.00,0.00,31.50,11.79,1.78,2678,6.48,5.5,0.00,0
16.241,0.27,16,0.00,0.00,0.00,32.00,12.16,1.80,2722,6.25,5.5,0.00,0
16.299,0.27,16,0.00,0.00,0.00,32.50,12.51,1.80,2760,6.07,5.9,0.00,0
16.359,0.27,16,0.00,0.00,0.00,32.50,12.36,1.80,2786,6.07,5.9,0.00,0
16.422,0.26,16,0.00,0.00,0.00,32.50,12.32,1.82,2807,5.98,6.3,0.00,0
16.486,0.27,16,0.00,0.00,0.00,33.00,12.32,1.82,2780,5.88,7.1,0.00,0
16.545,0.30,16,0.00,0.00,0.00,33.00,14.18,1.88,2759,5.84,7.1,0.00,0
16.602,0.32,16,0.00,0.00,0.00,33.50,14.52,1.90,2695,5.94,8.2,0.00,0
16.664,0.33,16,0.00,0.00,0.00,34.50,15.17,1.94,2681,5.65,8.6,0.00,0
16.722,0.35,16,0.00,0.00,0.00,36.50,17.13,2.00,2733,5.09,9.0,0.00,0
16.780,0.37,16,0.00,0.00,0.00,38.00,17.96,2.02,2799,4.51,9.0,0.00,0
16.835,0.38,16,0.00,0.00,0.00,39.00,18.33,2.04,2854,4.29,9.4,0.00,0
16.901,0.39,16,0.00,0.00,0.00,39.00,18.94,2.08,2821,4.10,9.4,0.00,0
16.953,0.40,16,0.00,0.00,0.00,40.00,19.09,2.06,2788,4.10,9.8,0.00,0
17.018,0.41,16,0.00,0.00,0.00,39.50,19.76,2.10,2818,4.00,9.8,0.00,0
17.072,0.42,16,0.00,0.00,0.00,39.50,20.07,2.08,2878,3.81,10.2,0.00,0
17.146,0.42,16,0.00,0.00,0.00,40.00,20.07,2.08,2840,3.69,10.2,0.00,0
17.194,0.43,16,0.00,0.00,0.00,40.00,21.24,2.12,2896,3.58,10.2,0.00,0
17.250,0.44,16,0.00,0.00,0.00,39.50,21.66,2.14,2896,3.44,10.6,0.00,0
17.318,0.45,16,0.00,0.00,0.00,39.00,22.00,2.14,2884,3.33,11.0,0.00,0
17.372,0.46,16,0.00,0.00,0.00,39.00,22.51,2.16,2934,3.19,11.0,0.00,0
17.429,0.46,16,0.00,0.00,0.00,39.00,22.50,2.18,2986,3.06,11.4,0.00,0
17.495,0.46,16,0.00,0.00,0.00,39.00,23.78,2.20,3008,2.90,11.4,0.00,0
17.551,0.48,16,0.00,0.00,0.00,39.00,24.36,2.24,3010,2.73,11.4,0.00,0
17.608,0.48,16,0.00,0.00,0.00,39.00,24.64,2.22,3042,2.73,11.8,0.00,0
17.671,0.49,16,0.00,0.00,0.00,39.00,25.11,2.22,3062,2.65,11.8,0.00,0
17.729,0.49,16,0.00,0.00,0.00,39.00,25.59,2.26,3080,2.55,11.8,0.00,0
17.786,0.49,16,0.00,0.00,0.00,39.00,25.59,2.26,3074,2.46,11.8,0.00,0
17.844,0.49,16,0.00,0.00,0.00,39.00,25.50,2.24,3138,2.40,11.8,0.00,0
17.911,0.49,16,0.00,0.00,0.00,39.00,25.68,2.24,3144,2.36,11.8,0.00,0
17.969,0.49,16,0.00,0.00,0.00,39.00,25.87,2.24,3182,2.28,11.8,0.00,0
18.026,0.49,16,0.00,0.00,0.00,39.00,25.87,2.26,3180,2.26,11.8,0.00,0
18.083,0.49,16,0.00,0.00,0.00,39.00,26.38,2.26,3234,2.22,11.8,0.00,0
18.154,0.49,16,0.00,0.00,0.00,39.00,26.47,2.28,3248,2.17,11.8,0.00,0
18.222,0.49,16,0.00,0.00,0.00,39.00,26.90,2.28,3292,2.17,11.8,0.00,0
18.264,0.48,16,0.00,0.00,0.00,39.00,25.87,2.26,3282,2.17,11.8,0.00,0
18.319,0.49,16,0.00,0.00,0.00,39.00,26.79,2.28,3323,2.20,11.8,0.00,0
18.393,0.48,16,0.00,0.00,0.00,39.00,26.79,2.28,3300,2.17,11.8,0.00,0
18.446,0.48,16,0.00,0.00,0.00,39.00,26.69,2.28,3374,2.20,11.8,0.00,0
18.500,0.48,16,0.00,0.00,0.00,39.00,26.70,2.28,3374,2.24,11.8,0.00,0
18.558,0.47,16,0.00,0.00,0.00,39.00,26.28,2.28,3400,2.26,11.8,0.00,0
18.625,0.48,16,0.00,0.00,0.00,39.00,27.42,2.30,3437,2.28,11.8,0.00,0
18.677,0.48,16,0.00,0.00,0.00,39.00,27.10,2.28,3432,2.32,11.8,0.00,0
18.735,0.47,16,0.00,0.00,0.00,39.00,27.43,2.28,3464,2.34,11.8,0.00,0
18.802,0.47,16,0.00,0.00,0.00,39.00,27.53,2.30,3488,2.44,11.8,0.00,0
18.860,0.47,16,0.00,0.00,0.00,39.00,27.11,2.28,3532,2.46,11.8,0.00,0
18.917,0.46,16,0.00,0.00,0.00,39.00,26.81,2.26,3554,2.46,11.8,0.00,0
18.981,0.46,16,0.00,0.00,0.00,39.00,27.64,2.28,3573,2.49,11.8,0.00,0
19.039,0.46,16,0.00,0.00,0.00,39.00,27.64,2.28,3538,2.53,11.8,0.00,0
19.093,0.46,16,0.00,0.00,0.00,39.00,26.92,2.28,3602,2.59,11.8,0.00,0
19.150,0.45,16,0.00,0.00,0.00,39.00,26.91,2.28,3635,2.65,11.8,0.00,0
19.216,0.45,16,0.00,0.00,0.00,39.50,27.44,2.30,3658,2.67,11.8,0.00,0
19.270,0.45,16,0.00,0.00,0.00,39.50,27.75,2.30,3667,2.71,11.8,0.00,0
19.335,0.45,16,0.00,0.00,0.00,39.50,26.92,2.28,3682,2.73,12.2,0.00,0
19.392,0.45,16,0.00,0.00,0.00,39.50,27.44,2.30,3711,2.73,12.2,0.00,0
19.456,0.45,16,0.00,0.00,0.00,40.00,27.54,2.30,3737,2.73,12.2,0.00,0
19.509,0.44,16,0.00,0.00,0.00,40.00,27.03,2.30,3759,2.80,12.2,0.00,0
19.566,0.44,16,0.00,0.00,0.00,40.00,28.38,2.32,3750,2.82,11.8,0.00,0
19.633,0.45,16,0.00,0.00,0.00,40.00,28.38,2.32,3763,2.84,11.8,0.00,0
19.688,0.45,16,0.00,0.00,0.00,40.00,27.65,2.30,3763,2.86,11.8,0.00,0
19.758,0.45,16,0.00,0.00,0.00,40.00,28.28,2.30,3815,2.86,11.8,0.00,0
19.811,0.45,16,0.00,0.00,0.00,40.00,28.69,2.32,3842,2.86,12.2,0.00,0
19.865,0.46,16,0.00,0.00,0.00,40.00,29.31,2.34,3842,2.82,12.2,0.00,0
19.923,0.46,16,0.00,0.00,0.00,40.00,29.53,2.34,3854,2.82,12.2,0.00,0
19.987,0.46,16,0.00,0.00,0.00,40.00,30.51,2.36,3892,2.80,12.5,0.00,0
20.043,0.47,16,0.00,0.00,0.00,40.00,30.95,2.36,3910,2.80,12.5,0.39,0
20.109,0.47,16,0.00,0.00,0.00,40.00,31.39,2.38,3912,2.78,12.9,0.78,0
20.164,0.48,16,0.00,0.00,0.00,40.50,31.39,2.38,3923,3.00,12.9,1.18,0
20.221,0.49,16,0.00,0.00,0.00,40.50,32.49,2.40,3987,3.00,12.9,1.18,0
20.293,0.49,16,0.00,0.00,0.00,40.50,32.93,2.42,3987,2.98,12.9,1.18,0
20.345,0.49,16,0.00,0.00,0.00,40.50,33.06,2.42,3998,2.92,12.9,1.18,0
20.402,0.50,16,0.00,0.00,0.00,40.50,33.06,2.42,4032,2.88,12.9,1.18,0
20.460,0.50,16,0.00,0.00,0.00,40.50,33.78,2.44,4052,2.84,12.9,1.18,0
20.523,0.49,16,0.00,0.00,0.00,40.50,33.41,2.44,4060,2.84,12.9,1.18,0
20.577,0.49,16,0.00,0.00,0.00,40.50,33.16,2.42,4132,2.86,12.9,1.18,0
20.644,0.49,16,0.00,0.00,0.00,40.50,33.16,2.42,4150,2.86,13.3,1.57,0
20.700,0.50,16,0.00,0.00,0.00,41.00,33.77,2.44,4150,3.04,20.4,1.57,0
20.760,0.69,16,0.00,0.00,0.00,38.50,46.29,2.72,4171,8.80,36.9,4.71,0
20.816,0.93,16,0.00,0.00,0.00,33.00,74.32,3.10,4235,13.44,55.7,7.84,0
20.890,1.09,16,6.00,0.00,0.00,28.00,82.79,3.20,4318,12.65,75.3,10.98,0
20.948,1.21,16,8.00,0.00,0.00,26.50,96.03,3.36,4459,13.17,92.2,14.12,0
21.000,1.33,16,8.00,0.00,0.00,26.50,107.78,3.48,4488,13.17,100.0,17.25,0
21.053,1.46,16,8.00,0.00,0.00,24.00,107.78,3.48,4520,13.03,100.0,20.39,0
21.119,1.54,16,8.00,0.00,0.00,20.00,116.78,3.54,4520,11.51,100.0,20.39,0
21.177,1.60,16,8.00,0.00,0.00,18.50,127.03,3.64,4646,10.25,100.0,23.53,0
21.233,1.64,16,8.00,0.00,0.00,18.50,133.23,3.70,4845,9.48,100.0,26.67,0
21.291,1.66,16,8.00,0.00,0.00,18.50,137.03,3.72,4896,8.93,100.0,29.80,0
21.358,1.68,16,8.00,0.00,0.00,18.50,141.78,3.76,5027,8.93,100.0,32.94,0
21.411,1.69,16,8.00,0.00,0.00,18.00,141.78,3.76,5027,8.60,100.0,32.94,0
21.469,1.68,16,8.00,0.00,0.00,17.50,145.64,3.80,5116,8.49,100.0,36.08,0
21.534,1.69,16,8.00,0.00,0.00,18.00,149.27,3.82,5346,8.51,100.0,39.22,0
21.591,1.70,16,8.00,0.00,0.00,18.00,149.27,3.82,5346,8.51,100.0,39.22,0
21.657,1.71,16,8.00,0.00,0.00,17.50,156.91,3.90,5458,8.43,100.0,42.35,0
21.712,1.73,16,8.00,0.00,0.00,17.50,162.01,3.90,5576,8.43,100.0,45.49,0
21.767,1.72,16,8.00,0.00,0.00,17.50,162.01,3.90,5576,8.16,100.0,45.49,0
21.835,1.72,16,8.00,0.00,0.00,18.00,165.99,3.96,5778,7.72,100.0,48.63,0
21.890,1.72,16,8.00,0.00,0.00,18.00,165.99,3.96,5778,7.72,100.0,48.63,0
21.947,1.74,16,8.00,0.00,0.00,18.50,172.13,4.00,5995,7.27,100.0,51.76,0
22.005,1.75,16,8.00,0.00,0.00,18.50,172.13,4.00,6004,7.27,98.4,54.90,0
22.072,1.75,16,8.00,0.00,0.00,18.50,177.58,4.04,6132,6.83,82.4,54.90,0
22.128,1.71,16,8.00,0.00,0.00,18.50,177.58,4.04,6126,6.83,2.7,7.45,0
22.192,0.28,16,0.00,0.00,0.00,21.00,159.93,3.76,6318,5.18,0.0,7.45,0
22.249,0.18,16,0.00,0.00,0.00,21.00,15.13,1.98,5878,5.18,0.0,0.00,0
22.306,0.17,16,0.00,0.00,0.00,11.50,15.13,1.98,5878,0.27,0.0,0.00,0
22.365,0.18,16,0.00,0.00,0.00,11.50,16.94,2.00,5699,2.92,0.0,0.00,0
22.430,0.20,16,0.00,0.00,0.00,11.50,19.35,2.10,5551,2.92,0.0,0.00,0
22.483,0.22,16,0.00,0.00,0.00,11.50,19.35,2.10,5551,3.46,0.0,0.00,0
22.556,0.23,16,0.00,0.00,0.00,11.50,20.43,2.12,5326,3.96,0.0,0.00,0
22.602,0.23,16,0.00,0.00,0.00,11.50,20.87,2.12,5169,3.96,0.0,0.00,0
22.664,0.24,16,0.00,0.00,0.00,11.50,20.87,2.12,5169,4.45,0.0,0.00,0
22.720,0.24,16,0.00,0.00,0.00,11.50,20.01,2.10,5006,4.89,0.0,0.00,0
22.787,0.24,16,0.00,0.00,0.00,11.50,19.35,2.08,4896,0.35,0.0,0.00,0
22.839,0.25,16,0.00,0.00,0.00,11.50,20.52,2.12,4759,5.30,2.4,0.00,0
22.913,0.29,16,0.00,0.00,0.00,11.50,20.52,2.12,4789,5.49,11.0,0.00,0
22.966,0.42,16,0.00,0.00,0.00,18.00,30.34,2.40,4661,4.49,15.7,0.00,0
23.019,0.59,16,0.00,0.00,0.00,25.00,46.82,2.70,4693,5.49,20.4,3.14,0
23.085,0.74,16,0.00,0.00,0.00,29.00,59.31,2.92,4820,9.15,29.0,6.27,0
23.139,0.92,16,1.00,0.00,0.00,29.50,79.11,3.16,4814,11.62,31.8,9.41,0
23.205,1.07,16,3.50,0.00,0.00,28.50,90.67,3.28,4661,11.60,34.9,12.55,0
23.263,1.21,16,8.00,0.00,0.00,28.50,99.53,3.38,4526,11.60,38.0,15.69,0
23.320,1.34,16,8.00,0.00,0.00,26.00,99.53,3.38,4488,11.41,38.4,18.82,0
23.376,1.44,16,8.00,0.00,0.00,23.00,106.07,3.44,4424,9.67,39.6,18.82,0
23.434,1.49,16,8.00,0.00,0.00,20.00,108.26,3.46,4261,8.18,39.6,21.96,0
23.501,1.50,16,8.00,0.00,0.00,19.00,103.89,3.40,4102,7.21,40.0,25.10,0
23.558,1.50,16,8.00,0.00,0.00,18.00,99.77,3.36,3983,6.71,40.8,28.24,0
23.611,1.49,16,8.00,0.00,0.00,18.00,97.41,3.32,3892,6.48,42.0,31.37,0
23.678,1.48,16,8.00,0.00,0.00,19.00,95.59,3.32,3846,6.30,48.2,34.51,0
23.734,1.48,16,8.00,0.00,0.00,19.00,97.65,3.36,3949,6.30,56.5,37.65,0
23.798,1.50,16,8.00,0.00,0.00,19.00,103.40,3.42,4036,6.34,57.6,40.78,0
23.853,1.54,16,8.00,0.00,0.00,18.50,105.34,3.42,3970,6.52,60.4,43.92,0
23.915,1.57,16,8.00,0.00,0.00,17.50,105.34,3.42,4025,6.32,68.6,47.06,0
23.972,1.58,16,8.00,0.00,0.00,17.50,106.79,3.44,4089,6.57,76.1,47.06,0
24.028,1.62,16,8.00,0.00,0.00,17.50,111.82,3.50,4107,6.83,76.5,50.20,0
24.096,1.64,16,8.00,0.00,0.00,16.50,114.43,3.52,4146,6.48,76.5,53.33,0
24.153,1.68,16,8.00,0.00,0.00,16.50,118.08,3.54,4169,6.13,76.9,56.47,0
24.212,1.70,16,8.00,0.00,0.00,16.00,123.13,3.56,4256,5.94,76.9,59.61,0
24.269,1.73,16,8.00,0.00,0.00,15.50,124.80,3.60,4278,5.59,76.9,60.78,0
24.327,1.76,16,8.00,0.00,0.00,15.50,127.31,3.62,4320,5.59,76.9,60.78,0
24.398,1.78,16,8.00,0.00,0.00,15.50,129.54,3.66,4388,5.24,76.9,60.78,0
24.458,1.80,16,8.00,0.00,0.00,15.00,129.54,3.66,4363,5.01,76.9,60.78,0
24.511,1.83,16,8.00,0.00,0.00,14.50,135.44,3.70,4427,4.72,76.9,60.78,0
24.569,1.85,16,8.00,0.00,0.00,14.50,138.11,3.74,4464,4.49,77.3,60.78,0
24.628,1.85,16,8.00,0.00,0.00,14.50,138.41,3.74,4480,4.35,76.9,60.78,0
24.684,1.87,16,8.00,0.00,0.00,14.50,141.71,3.76,4534,4.29,76.9,60.39,0
24.743,1.87,16,8.00,0.00,0.00,14.50,142.08,3.78,4598,4.29,76.9,60.39,0
24.801,1.87,16,8.00,0.00,0.00,14.50,142.97,3.76,4655,4.23,76.9,60.39,0
24.869,1.86,16,8.00,0.00,0.00,15.00,142.97,3.76,4652,4.20,76.9,60.39,0
24.928,1.84,16,8.00,0.00,0.00,15.50,143.56,3.78,4652,4.16,76.9,60.39,0
24.980,1.85,16,8.00,0.00,0.00,15.50,143.56,3.80,4738,4.16,76.9,60.39,0
25.044,1.85,16,8.00,0.00,0.00,15.50,146.53,3.82,4765,4.22,76.9,60.39,0
25.107,1.85,16,8.00,0.00,0.00,15.50,149.91,3.82,4836,4.20,77.6,60.39,0
25.162,1.84,16,8.00,0.00,0.00,15.50,148.04,3.84,4876,4.20,85.1,63.53,0
25.218,1.86,16,8.00,0.00,0.00,16.00,148.04,3.84,4921,4.72,96.1,66.67,0
25.277,1.85,16,8.00,0.00,0.00,15.50,150.22,3.82,4921,5.98,100.0,66.67,0
25.354,1.85,16,8.00,0.00,0.00,16.00,154.04,3.86,4954,5.96,100.0,69.80,0
25.396,1.88,16,8.00,0.00,0.00,16.00,159.14,3.90,4973,5.86,100.0,72.94,0
25.456,1.89,16,8.00,0.00,0.00,15.50,158.18,3.92,5074,5.84,100.0,76.08,0
25.524,1.90,16,8.00,0.00,0.00,15.50,162.01,3.94,5130,5.84,100.0,79.22,0
25.576,1.92,16,8.00,0.00,0.00,15.50,162.01,3.94,5130,5.72,100.0,79.22,0
25.654,1.94,16,8.00,0.00,0.00,15.50,165.99,3.96,5133,5.57,100.0,82.35,0
25.697,1.96,16,8.00,0.00,0.00,15.50,171.45,3.98,5176,5.24,100.0,84.31,0
25.763,1.97,16,8.00,0.00,0.00,15.50,173.49,4.00,5241,5.03,100.0,84.31,0
25.822,1.98,16,8.00,0.00,0.00,15.50,173.49,4.00,5241,5.03,100.0,84.31,0
25.878,1.99,16,8.00,0.00,0.00,15.00,177.58,4.02,5319,4.95,100.0,84.31,0
25.937,1.98,16,8.00,0.00,0.00,15.00,178.27,4.02,5388,9.75,100.0,84.31,0
25.995,1.98,16,8.00,0.00,0.00,15.00,178.27,4.02,5388,4.80,100.0,84.31,0
26.053,1.99,16,8.00,0.00,0.00,15.00,180.00,4.06,5450,4.70,100.0,84.31,0
26.112,1.97,16,8.00,0.00,0.00,15.00,177.58,4.04,5450,4.64,100.0,84.31,0
26.171,1.97,16,8.00,0.00,0.00,15.00,177.58,4.04,5450,4.64,100.0,84.31,0
26.238,2.00,16,8.00,0.00,0.00,15.50,186.55,4.08,5576,4.51,100.0,84.31,0
26.290,1.98,16,8.00,0.00,0.00,15.50,185.45,4.08,5572,4.51,100.0,84.31,0
26.358,1.99,16,8.00,0.00,0.00,15.50,185.45,4.08,5572,4.45,100.0,84.31,0
26.411,1.97,16,8.00,0.00,0.00,15.50,185.09,4.10,5639,4.54,100.0,84.31,0
26.478,1.99,16,8.00,0.00,0.00,15.50,185.09,4.10,5686,4.54,100.0,84.31,0
26.531,1.98,16,8.00,0.00,0.00,15.50,184.72,4.08,5686,4.39,100.0,84.31,0
26.589,1.97,16,8.00,0.00,0.00,15.50,189.47,4.12,5769,4.20,100.0,84.31,0
26.655,1.97,16,8.00,0.00,0.00,15.50,189.47,4.12,5769,4.20,100.0,84.31,0
26.709,1.96,16,8.00,0.00,0.00,15.50,190.56,4.14,5846,4.20,100.0,84.31,0
26.774,1.97,16,8.00,0.00,0.00,15.50,192.38,4.14,5928,4.20,100.0,84.31,0
26.844,1.97,16,8.00,0.00,0.00,16.00,192.38,4.14,5928,4.22,100.0,84.31,0
26.896,1.96,16,8.00,0.00,0.00,16.00,194.58,4.14,5962,4.14,100.0,84.31,0
26.952,1.95,16,8.00,0.00,0.00,16.00,194.58,4.14,5962,4.14,100.0,84.31,0
27.014,1.93,16,8.00,0.00,0.00,16.50,194.94,4.14,6000,4.18,100.0,84.31,0
27.073,1.93,16,8.00,0.00,0.00,16.50,194.94,4.14,5964,4.18,100.0,84.31,0
27.128,1.94,16,8.00,0.00,0.00,16.50,197.13,4.16,6092,4.20,100.0,84.31,0
27.202,1.93,16,8.00,0.00,0.00,16.50,196.77,4.16,6132,4.20,100.0,84.31,0
27.254,1.94,16,8.00,0.00,0.00,16.50,196.77,4.16,6132,4.10,89.0,84.31,0
27.313,1.47,16,8.00,0.00,0.00,16.50,148.19,3.62,6063,4.10,3.5,8.24,0
27.368,0.30,16,0.00,0.00,0.00,17.00,148.19,3.62,6063,3.29,0.0,8.24,0
27.433,0.15,16,0.00,0.00,0.00,11.50,10.31,1.80,5778,0.23,0.0,0.00,0
27.485,0.16,16,0.00,0.00,0.00,11.50,10.31,1.80,5778,0.23,0.0,0.00,0
27.549,0.18,16,0.00,0.00,0.00,11.50,17.52,2.04,5703,2.90,0.0,0.00,0
27.604,0.20,16,0.00,0.00,0.00,11.50,19.84,2.10,5576,2.90,0.0,0.00,0
27.676,0.22,16,0.00,0.00,0.00,11.50,19.84,2.10,5576,3.58,0.0,0.00,0
27.724,0.23,16,0.00,0.00,0.00,11.50,20.52,2.12,5349,3.94,0.0,0.00,0
27.789,0.23,16,0.00,0.00,0.00,11.50,20.43,2.12,5172,3.94,0.0,0.00,0
27.844,0.24,16,0.00,0.00,0.00,11.50,20.43,2.12,5172,4.43,1.2,0.00,0
27.919,0.26,16,0.00,0.00,0.00,11.50,20.95,2.14,5016,4.89,8.6,0.00,0
27.962,0.34,16,0.00,0.00,0.00,19.00,33.54,2.48,4986,4.16,17.3,0.00,0
28.030,0.56,16,0.00,0.00,0.00,19.00,60.15,2.94,4983,4.16,20.8,3.14,0
28.086,0.76,16,0.00,0.00,0.00,23.00,60.15,2.94,4932,7.85,24.7,6.27,0
28.143,0.94,16,2.00,0.00,0.00,27.00,70.10,3.04,4676,8.76,27.8,9.41,0
28.201,1.06,16,4.00,0.00,0.00,28.00,78.09,3.12,4228,9.75,35.3,9.41,0
28.267,1.14,16,7.50,0.00,0.00,13.50,83.61,3.20,4330,11.02,43.9,12.55,0
28.325,1.29,16,8.00,0.00,0.00,13.00,99.77,3.38,4427,10.38,45.9,15.69,0
28.382,1.41,16,8.00,0.00,0.00,22.50,106.07,3.44,4293,13.52,52.9,18.82,0
28.440,1.46,16,8.00,0.00,0.00,20.00,109.25,3.50,4467,8.57,59.6,21.96,0
28.505,1.54,16,8.00,0.00,0.00,20.00,117.55,3.56,4414,7.85,67.5,25.10,0
28.562,1.59,16,8.00,0.00,0.00,18.00,117.55,3.56,4358,7.68,70.2,28.24,0
28.617,1.61,16,8.00,0.00,0.00,17.50,118.60,3.54,4422,7.19,82.0,28.24,0
28.683,1.63,16,8.00,0.00,0.00,17.50,121.77,3.56,4507,7.75,84.7,31.37,0
28.740,1.66,16,8.00,0.00,0.00,17.00,123.40,3.60,4414,7.83,86.3,34.51,0
28.794,1.66,16,8.00,0.00,0.00,17.50,124.80,3.62,4488,7.97,87.5,37.65,0
28.871,1.69,16,8.00,0.00,0.00,17.50,127.31,3.64,4499,7.97,88.6,40.78,0
28.914,1.70,16,8.00,0.00,0.00,16.50,127.87,3.64,4554,8.02,88.6,43.92,0
28.973,1.70,16,8.00,0.00,0.00,16.50,127.87,3.64,4554,7.93,89.0,43.92,0
29.040,1.72,16,8.00,0.00,0.00,16.50,131.49,3.68,4523,7.73,89.0,47.06,0
29.098,1.74,16,8.00,0.00,0.00,16.50,132.61,3.68,4548,7.60,89.0,50.20,0
29.155,1.76,16,8.00,0.00,0.00,16.00,134.86,3.72,4607,7.35,89.0,53.33,0
29.219,1.78,16,8.00,0.00,0.00,16.00,137.81,3.72,4629,7.00,89.0,56.47,0
29.274,1.80,16,8.00,0.00,0.00,16.00,140.21,3.76,4610,7.00,89.0,59.61,0
29.346,1.82,16,8.00,0.00,0.00,15.50,140.21,3.76,4670,6.71,89.0,62.75,0
29.390,1.84,16,8.00,0.00,0.00,15.50,141.71,3.78,4670,6.38,89.0,62.75,0
29.458,1.87,16,8.00,0.00,0.00,15.50,145.90,3.80,4650,6.03,89.0,65.88,0
29.511,1.89,16,8.00,0.00,0.00,15.00,148.91,3.82,4702,5.67,89.0,69.02,0
29.577,1.90,16,8.00,0.00,0.00,15.00,148.29,3.82,4699,5.38,89.0,70.59,0
29.633,1.90,16,8.00,0.00,0.00,15.00,150.13,3.82,4708,5.10,88.6,70.59,0
29.691,1.91,16,8.00,0.00,0.00,15.00,152.06,3.84,4741,5.10,88.6,70.20,0
29.755,1.93,16,8.00,0.00,0.00,15.00,152.06,3.84,4777,4.80,88.6,70.20,0
29.813,1.95,16,8.00,0.00,0.00,14.00,156.60,3.90,4777,4.49,88.6,70.20,0
29.875,1.97,16,8.00,0.00,0.00,14.00,158.18,3.90,4792,4.29,88.6,70.20,0
29.933,1.98,16,8.00,0.00,0.00,14.00,159.14,3.92,4823,4.06,88.6,70.20,0
29.991,1.97,16,8.00,0.00,0.00,14.00,157.55,3.90,4820,3.91,88.6,69.80,0
30.049,1.98,16,8.00,0.00,0.00,14.00,160.73,3.92,4883,3.91,88.6,69.80,0
30.108,1.98,16,8.00,0.00,0.00,14.00,161.37,3.94,4902,3.91,88.6,69.80,0
30.178,1.97,16,8.00,0.00,0.00,14.00,161.37,3.94,4879,3.89,89.0,69.80,0
30.241,1.99,16,8.00,0.00,0.00,14.00,159.77,3.92,4879,3.94,89.0,69.80,0
30.283,1.97,16,8.00,0.00,0.00,14.00,160.73,3.92,4947,4.02,89.4,69.80,0
30.350,1.98,16,8.00,0.00,0.00,14.00,163.96,3.94,4957,4.14,89.8,70.20,0
30.405,1.98,16,8.00,0.00,0.00,14.00,162.96,3.94,4986,4.25,90.6,70.59,0
30.463,1.97,16,8.00,0.00,0.00,14.50,164.63,3.94,5013,4.25,91.0,71.37,0
30.531,1.97,16,8.00,0.00,0.00,14.50,164.63,3.94,5020,4.43,91.8,72.16,0
30.584,1.96,16,8.00,0.00,0.00,14.50,163.30,3.92,5020,4.52,92.2,72.16,0
30.641,1.97,16,8.00,0.00,0.00,15.00,165.99,3.94,5023,4.52,92.5,72.55,0
30.717,1.97,16,8.00,0.00,0.00,14.50,166.33,3.94,5057,4.56,92.9,72.94,0
30.762,1.97,16,8.00,0.00,0.00,14.50,166.67,3.94,5105,4.51,93.3,73.33,0
30.819,1.97,16,8.00,0.00,0.00,14.50,169.05,3.98,5109,4.51,93.7,73.73,0
30.890,1.99,16,8.00,0.00,0.00,14.50,169.05,3.98,5109,4.51,94.1,73.73,0
30.941,1.99,16,8.00,0.00,0.00,14.50,171.10,3.98,5102,4.31,94.5,74.12,0
30.999,2.00,16,8.00,0.00,0.00,14.50,171.10,4.00,5119,4.25,94.9,74.51,0
31.063,2.02,16,8.00,0.00,0.00,14.50,174.51,4.00,5186,4.20,94.9,74.90,0
31.121,2.02,16,8.00,0.00,0.00,14.50,174.51,4.00,5208,4.20,94.9,74.90,0
31.190,2.03,16,8.00,0.00,0.00,14.50,177.24,4.04,5208,4.16,95.3,74.90,0
31.243,2.02,16,8.00,0.00,0.00,14.50,175.88,4.02,5237,4.12,95.3,75.29,0
31.295,2.00,16,8.00,0.00,0.00,14.50,174.51,4.02,5204,4.12,95.7,75.29,0
31.359,2.01,16,8.00,0.00,0.00,14.50,174.51,4.02,5204,4.12,95.7,75.29,0
31.413,2.02,16,8.00,0.00,0.00,14.50,178.27,4.04,5252,4.06,95.7,75.29,0
31.480,2.03,16,8.00,0.00,0.00,14.50,178.27,4.02,5300,4.16,95.7,75.69,0
31.538,2.02,16,8.00,0.00,0.00,14.50,178.27,4.02,5300,4.16,95.7,75.69,0
31.592,2.03,16,8.00,0.00,0.00,14.50,180.34,4.06,5300,4.08,96.1,75.69,0
31.666,2.02,16,8.00,0.00,0.00,14.50,177.93,4.04,5338,4.10,96.1,75.69,0
31.712,2.02,16,8.00,0.00,0.00,14.50,177.93,4.04,5316,4.10,96.1,75.69,0
31.774,2.03,16,8.00,0.00,0.00,14.50,178.95,4.06,5380,4.12,96.1,75.69,0
31.832,2.03,16,8.00,0.00,0.00,14.50,179.29,4.06,5399,4.04,96.1,75.69,0
31.890,2.03,16,8.00,0.00,0.00,14.50,184.72,4.08,5430,4.04,96.1,75.69,0
31.953,2.03,16,8.00,0.00,0.00,14.50,184.72,4.08,5430,4.00,96.1,75.69,0
32.017,2.03,16,8.00,0.00,0.00,14.50,183.63,4.04,5407,3.94,96.1,75.69,0
